,text,label
899,"Почему христиане и мусульмане такие высокомерные? & каждый из них утверждает, что он прав, а все остальные ошибаются. Такой высокомерный и причина ненависти и войны в мире.",1
900,"Есть одна девушка, которая мне нравится...? & Итак, есть одна девушка, которая мне нравится, и мы должны были встретиться в четверг, но она не смогла. Она сказала, что завтра (в субботу) будет хорошо. Единственное, что я провожу выходные со своим отцом, и ему нравится в e0 минутах езды. И мне действительно нравится эта девушка, и я почти уверен, что она заинтересована в ответ. Ну, мы с папой собираемся завтра быть в городе, но я чувствую, что если я спрошу его, он расстроится, потому что он всегда расстраивается, если я спрашиваю его, могу ли я делать что-то там, где живет моя мама. Так что же мне следует делать? Я действительно хочу проводить больше времени с этой девушкой, но мне трудно найти время...",1
901,"Когда вы видите бездомного парня с собакой, вам становится хуже за этого парня или за собаку? &  ",1
902,"Вопрос о щенке немецкой овчарки, пожалуйста, помогите? & http://www.edmontonhumanesociety.com/pet_search.html ; Как будет выглядеть этот щенок немецкой овчарки, когда он подрастет, будет ли он симпатичной немецкой овчаркой, или он будет немного выглядеть, или он будет выглядеть так, как он выглядит, потому что я хочу, чтобы область рта у него была полностью черной? ;КОГДА НА ВЕБ-САЙТЕ ПЕРЕЙДИТЕ В РАЗДЕЛ ПРИЕМНЫЕ ДОМАШНИЕ ЖИВОТНЫЕ / СОБАКА И ПРОКРУТИТЕ ВНИЗ ДО СОБАКИ ПО КЛИЧКЕ ДЬЮИ",0
903,"как заработать деньги в Интернете без опросов? & я хочу знать, как зарабатывать в Интернете около 1000 долларов в месяц и без проведения опросов есть куча сайтов, на которых написано, что вы должны завершить опрос, я не хочу проводить опрос, просто зарабатывайте деньги легко, очень легко, пожалуйста, мне нужен хороший сайт, который, как вы знаете, будет работать на меня, я беден и хочу получить деньги для своих детей, пожалуйста",1
904,"Если либералы так сильно не любили Буша, то почему они голосовали за Обаму, который является его другой версией? & кое-что в них отличается, но во всем остальном они в значительной степени одинаковы, например, нарушение конституции, расходы и содержание наших войск за морями",1
905,"ФИЛЬМ ""ПРАВЛЕНИЕ ДЖОРДЖИИ""....? & сукке д или по-настоящему хороший",1
906,"как заставить моих родителей купить мне брекеты? & Итак, у меня ужасные зубы и действительно плохие глаза, и я прошу маму о брекетах или лазерной хирургии глаза, и она сказала только одно... и я предложил брекеты, а она сказала ""нет"", потому что мой папа не заплатит и половины. И я сказал ей, что она могла бы платить ежемесячно, но она говорит, что это слишком дорого, и все смеются над моими кривыми зубами и моей щелью, и я устал от этого, это!!!!!! Я действительно вот-вот расплачусь..... ; Мне 13 лет, и я девочка",1
907,проблема с копытом луковица и шерсть на задней поверхности копыта поседели? &  ,0
908,"Было ли это проявлением мужества или это было жутко / по-сталкерски? & Ладно, короче говоря, я встретил эту девушку (Меган), получил ее номер и начал переписываться с ней около 3 месяцев назад. Кое-что случилось, а потом я обвинил ее во лжи. Она была зла на меня, что не отвечала на мои сообщения, поэтому я нашел ее адрес в телефонной книге и проехал на велосипеде 3 мили до ее дома. Когда я был у нее дома, она сказала, что не злится и что у нас все хорошо. Но потом, как раз в воскресенье, я узнаю от ее подруги, что Меган считала меня своего рода преследователем и ходила за ней по школе, хотя я этого не делаю. Значит, она ненавидит меня. Буквально вчера я рассказывала об этом своему лучшему другу (парню). Он сказал, что она слишком остро реагировала и что то, что я сделал, было правильно, что у меня хватило мужества извиниться перед ней в лицо. Так был ли это правильный шаг, придя к ней домой? или это просто перешло все границы? ; ;Спасибо вам! Давайте честные ответы, потому что я сейчас действительно в стрессе.",1
909,Какие клетки выживают лучше? & Прокариотический или эукариотический?,0
910,"Повышаю свои шансы забеременеть? & Мы с мужем пытаемся забеременеть уже около 3 месяцев, и каждый раз, когда я сдаю тест, я ни в чем не разочаровываюсь. Мы стараемся заниматься сексом примерно раз в два дня, а иногда и каждый день, когда я думаю, что у меня овуляция. Если у кого-нибудь есть какие-либо советы о том, как повысить мои шансы на зачатие, я был бы очень признателен!",0
911,"Вопрос по поводу установки ""The Sims 2""? & Итак, у меня был пакет расширения ""glamour stuff"", и он не сработал. Он не брал компакт-диск и говорил, что это неправильный диск и т.д. Я удалил пакет расширения, и внезапно я больше не могу играть в The Sims 2, он просто не запускается. Я сделал резервную копию и восстановил ее безрезультатно. Итак, я хотел удалить и переустановить ""The Sims 2"", но не смог, потому что мой компьютер думает, что я еще не удалил расширение. ;Затем я принудительно удалил The Sims 2 с помощью revo-uninstaller. Я проверил большинство местоположений, и, похоже, все файлы исчезли. Но когда я пытаюсь переустановить The Sims 2, я получаю картинку ""гламур"" после того, как ввожу свой ключевой код! Если я продолжу установку, я получу тот же результат, что и тогда, когда ""glamour"" не сработал! ; Есть ли у кого-нибудь какие-нибудь идеи, что делать?",0
912,"Считаете ли вы фиксатор аксессуаром? & я ношу 1, и это меня раздражает",1
913,"Почему чернокожие люди никогда не ходили на Ozzfest? & Моя жена чернокожая, и многие из моих чернокожих друзей любят хэви-метал, но я никогда не мог уговорить кого-либо из них пойти со мной на Ozzfest, а на Ozzfest всегда было так мало чернокожих, что чернокожие люди там всегда были очень странными. Чернокожие люди, которые действительно приходили на Ozzfest, всегда, казалось, хорошо проводили время, хотя, честно говоря, я никогда никого об этом не спрашивал. Моя жена на самом деле не увлекается металлом, вот почему она не пойдет, но мои чернокожие друзья всегда придумывали неубедительные отговорки. Я думаю, они боялись идти, но не могут понять почему. Это не похоже на то, что я просил их пойти на митинг КУ-клукс-клана.",1
914,14.5 двигатель Бриггса и Страттена pdf? &  ,0
915,"мне нужно знать, что??? & мне нужно знать, что такое ""nug""?? есть какие-нибудь идеи?   .. ""крошечный кусочек""? пожалуйста, это важно! спасибо",0
916,Почему девушки из числа коренных американцев такие застенчивые? & Боятся ли они быть с другими?,1
917,"Ford Escape v6 2004 года выпуска не заикается при движении задним ходом вперед? & Этим утром я взял свою машину и помыл ее (не уверен, важно это или нет, поэтому включаю это в список). Затем я проехал около 20 миль до магазина. Когда я выехал, я дал задний ход своей машине, и она немного дернулась, затем, когда я включил передачу, она начала ускоряться, затем снижаться, затем ускоряться, затем снижаться.  Автомобиль (ford escape v6 с автоматом 2004 года выпуска) разогнался бы до очень высоких оборотов, если бы я вообще попытался разогнаться выше 20 миль в час.  Я припарковал машину и позвонил в ААА, чтобы ее отбуксировали.  Когда он добрался туда, он попытался дать машине задний ход, чтобы погрузить ее на эвакуатор, но теперь она совершенно не может дать задний ход. ; ; Вот что я пытался до сих пор: ; ; Проверил тормоза, чтобы убедиться, что они не заблокированы (тормоза в идеальном состоянии) ; ;Проверил трансмиссионную жидкость (она заполнена, но имеет светло-коричневый цвет.  Горелым пахнет не так уж сильно.) ; Я ставлю машину на домкраты одним передним колесом вверх.  В нейтральном положении шины будут двигаться вперед, но по-прежнему не задним ходом.  В обратном направлении он все равно не перейдет в режим обратного хода.   ; ; Легкий хруст при запуске. Но не каждый раз, только после того, как он посидит некоторое время. ; ;Заранее спасибо за любую помощь!  - Джен",0
918,"Если бы вы были Иисусом, сбрили бы вы свою бороду? Или, может быть, просто отрастил усы? &  ",1
919,"Согласны ли большинство экономистов с тем, что новый курс продлил великую депрессию? & и почему вы так думаете? (не почему, по-вашему, его политика удлинила это, а почему, по-вашему, большинство экономистов согласны или не согласны с этим?) ; ; короче говоря, откуда вы берете информацию о том, ""что думает большинство экономистов?""",1
920,"ГОРЯЧО ИЛИ НЕТ?!?!?! КАРТИНКИ!!? & ИЗВИНИТЕ, я ЗНАЮ НЕПРАВИЛЬНЫЙ РАЗДЕЛ, НО ОТВЕЧАЮ :) ; ;Хорошо, я впервые крашу волосы краской для волос Loreal Freia. Я всегда ходила в профессиональные салоны, но они все равно всегда все портят. Подходит ли мне этот цвет? Будет ли это хорошо выглядеть? К тому же сейчас лето! Ну, почти. Моя кожа светло-бежевого цвета со светло-коричневыми оттенками. У меня средне-темно-каштановые волосы. ; ;ЧТО ВЫ ДУМАЕТЕ О ЦВЕТЕ ВОЛОС??? ; ;Это я: ;http://i200.photobucket.com/albums/aa279/PinkIceSparkle/PinkIceSparkle/Cynthia.jpg ; ;Это цвет волос: ;http://i200.photobucket.com/albums/aa279/PinkIceSparkle/color1.jpg ; ;СПАСИБО!",1
921,"Помогите с этим вопросом, пожалуйста!? & Что из этого, по-видимому, было главной слабостью империи Карла V?",0
922,Биология; Обведите кружком букву каждого способа использования жиров в живых организмах? & a. как части биологических мембран; b. для хранения энергии; c. для придания растениям жесткости; d. как химические посредники,0
923,"Могу ли я быть беременна??!!? & Итак, последним днем моих месячных было 23 ноября. Я приняла таблетку утром после 2 декабря. Ровно через 3 дня после того, как у меня был незащищенный секс. 4 декабря у меня было небольшое кровотечение. И в последнее время я писаю как сумасшедшая, у меня так сильно болят сиськи, и я чувствую себя подавленной.. Сегодня вечером я сделала тест на беременность, и он оказался отрицательным. Я думаю, что, возможно, я зачала 2 или 2 1/2 недели назад .. не слишком ли рано для появления этих симптомов? Могут ли они быть побочными эффектами плана б? И ты думаешь, я беременна??",0
924,буджи> виджаялакшми@ yahoo .com? & почему жизнь так интересна....? иногда так бурно.....?  почему Брайан прислушивается к сердцу....?  и сердце такое....?,1
925,"могу ли я запросить, где я буду размещен? & хорошо, я скоро собираюсь поступить на базовую службу в военно-морской флот .. я живу в Мэриленде ... и мой сын будет в о с семьей, пока меня не будет .... могу я попросить быть в Вирджинии или род-иль-су, с которыми я могу быть на расстоянии езды...какова реальность того, что они будут держать меня как можно ближе к моему сыну?.дают ли они тебе то, что ты хочешь, или мне придется стиснуть зубы..... учитывая, что он не будет жить со мной прямо сейчас....смогу ли я хотя бы сходить в вист перед школой???....или мне придется подождать?....как часто я смогу разговаривать с ним на бейсике.. или я смогу только писать?....пожалуйста, никаких отрицаний. комментарии ... это и так сложно, несмотря на то, что это так .. спасибо",0
926,"мне нужно добраться с Пенсильванского вокзала в Нью-Йорке до аэропорта Кеннеди? & какие поезда и ходят ли они весь день и по воскресеньям ли они ходят? есть ли сайт, на котором я могу посмотреть расписания и карты?",0
927,"Как выглядеть безупречно на работе, когда у меня избыточный вес? & У меня 60 фунтов лишнего веса, и я пытаюсь похудеть.  В то же время я изо всех сил стараюсь хорошо выглядеть на работе, но при этом не чувствовать себя очень некомфортно.  Я работаю администратором на стойке регистрации и хочу выглядеть безупречно.  Обычно я ношу красивые хлопчатобумажные брюки с простыми вязаными свитерами или топами и туфлями на высоком каблуке.  Мне всего 28, и я чувствую, что одеваюсь как пожилая леди.  У меня ограниченный бюджет, поэтому я не могу пойти и потратить тысячи на новый гардероб.  Как я могу выглядеть прилично, не тратя кучу денег?  Я несчастна из-за этого веса, но я не могу просто отказаться от своей внешности, пока пытаюсь ее сбросить.",1
928,"Можно ли не публиковать посты в Instagram, но проверять их здесь и там? & ..Иногда проверять мою ленту новостей, но не публиковать.",1
929,"Когда мы используем ""Кто-то & Somebody""? &  ",0
930,что это была за песня в трибьюте Джеффу Харди на smackdown 27.06.08 и кто ее поет??? &  ,0
931,"Какое ваше любимое название природы? & Я знаю девочку, маму которой зовут Мидоу, и у всех ее тетей тоже есть природные имена. Итак, какое у вас любимое блюдо или назовите еще несколько названий природы?",1
932,"ребята, как вы думаете...? & девушки должны пользоваться косметикой? или нет. я ношу это очень естественно, мне сказали, что я прекрасно выгляжу без макияжа. должен я носить его или нет?",1
933,"Если бы вы устроили званый ужин и могли выбрать 5 самых известных в мире живых или мертвецов, кого бы вы выбрали? & Я приглашаю Лорала и Хардидавида Бекхэмов, мать Терезу, Оззи Озборна и Бетти Буп.",1
934,"Христиане: Как именно вы предлагаете БОГУ кровь Иисуса? & я слышу, как многие католики и некоторые христиане-протестанты предлагают кровь Иисуса богу, но как именно это работает? ; ; они предлагают это в молитве, конечно, как эти молитвы угодны БОГУ?",0
935,"Почему некоторые игры появляются за кадром? & Я попытался поиграть в Rusty Hearts, игру, в которую я раньше играл, и когда она открывается, экран перемещается с монитора так, что верхняя часть обрезается и перемещается в нижнюю часть моего экрана. когда я наведу курсор мыши на верхнюю часть экрана, он появится в нижней части экрана. как я могу это исправить? Игра никогда не делала этого раньше, и теперь я заметил это в инди-игре, в которую пытался играть. мое разрешение экрана установлено на рекомендуемое.",0
936,"Какова мера угла вершины равнобедренного треугольника с углами основания (3x + 7)еј и (8x ‰≈ 15)еј? & есть ли вообще способ решить это, которого я не понимаю?? ;пожалуйста, помогите мне: ( ; Какова мера угла вершины равнобедренного треугольника с углами основания ; (3x + 7)еј и (8x ‰≈ 15)еј?",0
937,"является ли название аурангабад лучшим или его следует переименовать в самбаджинагар? & шив шена р дает название самбаджинагар аурангабаду. я чувствую, что это плохой вариант, когда ты",1
938,"Моя кошка плохо себя чувствует? ):? & Несколько дней назад я заметила, что моя кошка вела себя странно, вроде как хрипела, часто чихала, только хотела спать, и у нее были какие-то выделения из глаз (вроде того, что бывает у вас в глазах, когда вы впервые просыпаетесь.) Ну, ей скоро исполнится 10 лет, так что естественно, я очень забеспокоился и отвез ее к ветеринару. Ветеринар сказал, что это сезонная аллергия, о которой я никогда не подозревал, что у кошек может быть аллергия, тем более что она домашняя кошка и за всю свою жизнь ни разу не выходила на улицу.  Я регулярно делаю ей уколы, о ней очень хорошо заботятся, и я не понимаю, что в моем доме могло заставить ее чувствовать себя так плохо. Мне так жаль ее, что очевидно, что она несчастна. Что я могу сделать, чтобы облегчить ее симптомы? Какие некоторые вещи могут быть причиной этих аллергий? Врач просто сказал мне, что это у нее аллергия, и отправил меня восвояси, но на самом деле не сказал мне ничего, что я мог бы для нее сделать. Пожалуйста, помогите, мой бедный малыш чувствует себя ужасно ): ; ;Спасибо.! xx/oo",0
939,"Где находятся программы JROTC в Иллинойсе? & Где находятся программы JROTC в Иллинойсе? Есть ли программа в Чикаго или на Великих озерах? Есть ли где-нибудь, куда я могу обратиться, чтобы узнать, где все они расположены в Иллинойсе?",0
940,чем вы можете заняться в Нью-Йорке? &  ,0
941,"Впервые летите на реактивном самолете? & Итак, я впервые лечу на реактивном самолете на новую работу, не постоянную, хотя в течение нескольких месяцев буду зарабатывать действительно хорошие деньги. Поэтому мне нужно знать, что я могу взять с собой, а что нет, я возьму с собой такие инструменты, как молотки и несколько других подобных металлических инструментов, а также несколько ножей, но не в моей сумке для переноски. Проверяют ли грузовые сумки на наличие подобных вещей, и если бы они их нашли, забрали бы они их?  вот в значительной степени и все",0
942,"как я могу узнать чей-то адрес электронной почты, зная там имя и фамилию? &  ",0
943,Редка ли возможность засунуть язык за миндалины или это под силу многим людям? &  ,0
944,"Я работаю с этой девушкой, которая мне нравится? & Хорошо. Есть пара девушек, которые мне нравятся, но обе на работе. Я не хочу играть в них, хотя у одной есть парень, так что, по сути, осталась одна девушка. Я работаю с ней завтра. Мы не ходим в одну школу, она живет в 30 минутах езды от меня. Я просто хочу узнать ее поближе, потому что у меня действительно нет ее номера. Мы вроде как играли на работе, но, кажется, мы очень хорошо ладим друг с другом, я полагаю. Итак, что мне сделать, чтобы убедиться, что мы можем быть больше, чем друзьями?",1
945,"является ли это грехом? & хотеть, чтобы судья Джуди оскорбляла тебя словами, пока она колотит тебя своим молотком?",1
946,"Проблема с внешним приводом DVD/rw в Nero 8? & установив дисковод Eternal DVD / RW, я обнаружил, что при использовании Nero8 Nero vision, когда дело доходит до стадии записи, внутренний лоток DVD / RW выскакивает и говорит ""вставьте чистый диск"", что полностью игнорирует внешний дисковод, хотя на ноутбуке отсутствует драйвер, и драйвер отображается в computerany, спасибо за помощь в продвигаться. ; размазываться.",0
947,"Является ли двухколесный dodge ram более приземленным, чем четырехколесный dodge ram? & Мы хотим купить грузовик, я просто интересуюсь, прежде чем мы поедем туда, потому что это долгая поездка.  ; ;Это Dodge Ram excab 1500 Laramie SLT V8 magnum 2001 года выпуска",0
948,"масляный насос на моем d16y8 поможет?! Пожалуйста? & у моего d16 есть масляный насос с подключенным датчиком, и мне было интересно, поскольку я конвертирую его в OBD1, возможно ли использовать другой насос от d16z6 или d15b7 и т.д. пожалуйста, помогите мне",0
949,как выполнить этот вопрос по математической алгебре 1? #16? & <в центре>написано: Решите. ;3x-y=8 ;-x+2y=5,0
950,"Что такое слово со значением ""Чистый""? & Например, когда вы говорите: ""Мама была слишком впечатлена прошлой ночью, потому что ей понравилось, как Тина убрала холодильник"".",0
951,"Где купить редкие травы и фрукты? & Я хочу приготовить традиционный эквадорский напиток под названием колада морада, но понятия не имею, где найти некоторые ингредиенты.   ; ;Вот что мне нужно: ; Научное название - общее название (часть, которая мне нужна для рецепта) ; ;Solanum quitoense - naranjilla lulo (плод) ; Myrcianthes hallii - аррайан (лист) ; Amaranthus caudatus - амарант атако (целая красноватая цветущая головка) ; Ocotea quixos - американская корица ишпинго. (плод/ цветочная чашечка) ; Vaccinium mytillus - голубая ягода мортино андских гор черника (фрукт) ; Carica pentagona - горная папайя бабако шампанское фрукт (фрукт) ; Aloysia triphylla - лимонная вербена йерба луиза (лист) ; ; Я бы хотела найти все это в свежем виде, но травы я бы взяла сушеные если ничего другого не доступно.  Если у кого-нибудь есть информация о том, где купить или хотя бы поискать эти ингредиенты, я был бы очень признателен вам за помощь. ; ; Заранее спасибо!",0
952,"Где я могу найти ноты для скрипки к ""Secret"" от OneRepublic? &  ",0
953,Действительно ли случится Конец света 2012? & Действительно ли конец света наступит 21 декабря 2012 года? Я действительно напуган. D:,1
954,"Каков наилучший способ избавиться от блох и держать их подальше навсегда? & мне неприятно видеть, как моя собака все время чешется. Каков наилучший и безопасный способ избавиться от них и держать их подальше? Кстати, у меня есть чиуауа",0
955,"Могу Ли Я получить Судебный Запрет В Отношении Членов Моей Семьи, Которые В Прошлом Подвергались Психическому Насилию? & Я живу в штате Орегон - эти члены семьи находятся в Южной Калифорнии.  Мой папа только что написал по электронной почте моей сестре: ""Семья никуда не денется, и ты не можешь их бросить"".  Я ненавижу тот факт, что вы можете найти практически любого человека в Интернете за считанные минуты (особенно если вы владелец дома), и это пугает меня.  Любая информация будет высоко оценена.",0
956,"Заботило ли короля Георга III, что Британия потеряла 13 американских колоний, которые в 1700-х годах сражались и выиграли войну за независимость против Великобритании? & Эти 13 колоний стали первыми 13 штатами независимой Америки. Знал ли Георг III, что он и Британия потеряли из-за огромных природных ресурсов?",0
957,"Рекламный ролик для статьи? & В принципе, да, моя подруга пишет историю о феях, да, я знаю, это звучит по-детски, но поверьте, это хорошая реклама, это фантазия и действие, и ей нужен рекламный ролик для этого. Сюжетная линия в основном такова, что ее маму похищают, и она должна пойти спасать ее от злой феи с человеческим мальчиком. Сначала она ненавидит его, но потом влюбляется в него. И один из них (она еще не решила, кто именно) чуть не умирает, но потом они спасают ее маму, и это счастливый конец. (Кстати, реальная история примерно в 100 раз лучше, чем та, о которой я только что сказал) поэтому я бы хотел, чтобы рекламный ролик был по-настоящему захватывающим. Спасибо",1
958,"Мне нужно с кем-нибудь поговорить? & Кажется, что все отвернулись от меня, и я уже пытался застрелиться, но это не сработало.  мне действительно нужно с кем-то поговорить, и я больше никому не доверяю, а дневники не работают.  что вы предлагаете?",1
959,Сикхи: Что вы думаете о спросе на отдельный SGPC для гурудваров в Харьяне? &  ,1
960,РАЗНИЦА В ВОЗРАСТЕ??? мне 15? &  ,1
961,"Станут ли стероиды когда-нибудь легальными? & Я не знаю, почему они незаконны. Это правда, что большинство культуристов-любителей / спортсменов не знают, как их использовать, и если принимать их без ведома, вы можете повредить свою печень и организм в целом, но смертельных случаев в результате применения стероидов не было. НИ ОДНОГО! И они не оказывают никакого воздействия ни на кого другого, кроме человека, принимающего их. Кроме того, не существует такого понятия, как приступ ярости, у людей, которые были ложно идентифицированы как страдающие приступом ярости, с самого начала уже были проблемы с гневом.  ; ; Плюс по меньшей мере 30% всех профессиональных спортсменов в настоящее время принимают запрещенные вещества, если вы так не думаете, вы крайне наивны и невежественны. Я действительно понятия не имею, почему они незаконны, кроме того простого факта, что большинство любителей, которые их принимают, не знают, как правильно ими пользоваться.",1
962,"Срочно помогите с Некоторыми Вопросами, Пожалуйста, Пожалуйста, Пожалуйста? & привет, мне было интересно, может ли кто-нибудь ответить на эти вопросы за меня и дать мне как можно лучшее объяснение о том, как их решать в будущем, спасибо миллион ; ;Q1-https://www.flickr.com/photos/130264544@N03/15786175024 / ; ;Q2-https://www.flickr.com/photos/130264544@N03/16221242390/in/photostream / ; ;Q3-https://www.flickr.com/photos/130264544@N03/15786174974/in/photostream / ; ;Q4-https://www.flickr.com/photos/130264544@N03/16408651555/in/photostream / ; ;Q5-https://www.flickr.com/photos/130264544@N03/16408651525/in/photostream / ; ;Q6-https://www.flickr.com/photos/130264544@N03/16222425919/in/photostream/",0
963,Ты знаешь дорогу на улицу Сезам? & На улице идет дождь,1
964,"Успокаивающие лекарства в низких дозах, которые не вызовут у меня сонливости и не приведут к зависимости от препарата? & Я мать, и я уже некоторое время знаю, что мое беспокойство усиливается, но в прошлом, когда я принимала антидепрессанты или успокаивающие лекарства, я становилась зависимой от них. Мне нужно успокаивающее лекарство, низкая доза которого не вызовет у меня сонливости и не сделает меня зависимым от него!",0
965,"У молодого взрослого человека выпадающее влагалище? & Странный. ; Я думала, что это проблема пожилых людей или женщин, у которых был секс / роды, но я почувствовала что-то круглое и длиной в дюйм у себя во влагалище, длиной примерно со средний палец. Я молодой человек, который в прошлом использовал маленький огурец или несколько штук для выполнения этой работы (всегда хорошо их чистил), но никогда не занимался половым актом.  ; Некоторая профессиональная помощь была бы полезна! Я хотел бы спросить сообщество, прежде чем / если я пойду к врачам",0
966,"Шарик 40,0, движущийся со скоростью 2,30, ударяется о шарик 22,0, находящийся в состоянии покоя. Какова скорость? & Шарик 40,0, движущийся со скоростью 2,30, ударяется о шарик 22,0, находящийся в состоянии покоя. Какова скорость каждого шарика сразу после столкновения?",0
967,"Если я скопирую и вставлю свои фотографии в разные папки на своем жестком диске, потеряю ли я качество? & Я упорядочиваю свои фотографии и прочитал несколько статей о том, как их упорядочивать и копировать.  В одной статье говорилось, что вы должны сделать 2 копии своих фотографий на компакт-диск и не копировать 2-й компакт-диск с первого, а копировать с оригиналов, чтобы не потерять качество.  Это заставило меня задуматься.  Если я копирую и вставляю фотографии в разные области моего жесткого диска и из них, буду ли я терять качество каждый раз, когда перемещаю, копирую и вставляю их?  Почему или почему бы и нет?  Спасибо.",0
968,"Что происходит, когда католический бог уходит в отставку, но все еще жив? & Теперь у католиков будет два бога? Что произойдет с предыдущим? Когда он умрет, но католики уже избрали нового бога, предыдущий будет похоронен вместе с другими богами под Ватиканом? или на обычном кладбище?",1
969,"Что вы думаете о моем стихотворении о любви? & Сиамские четвероногие ; Клянусь драгоценным камнем ; ; Твоя любовь капает ; На мой язык ; Так сладко ; Песня спета ; В облаках так высоко ; Я ; ; Я так высоко ; Сплю ; Моя красота ; Несколько поцелуев разбудят ; Поистине, ты забираешь ; Мое дыхание ; ; Ничего не осталось но закат ; И океан твоей любви ; Струящийся по мне ; Кружащий меня ; Засасывающий меня в бездну ; ; Я выныриваю на другой стороне ; Преображенный ; ; Земля сформировалась вокруг меня ; Как одеяло вокруг маленького ребенка ; Сладкие ; Нежные поцелуи ; Образуются мистические мелодии ; ;Вокруг нас; Кружится вокруг нас; Топит нас в общих нитях; Старательно вяжет вместе две головы. ; Мы - единый разум; Единственные в своем роде ; Не освещены ; никем ; Вне времени и в бегах ; но скоро вырвемся на солнце. ; ; Мы размножаемся ; четыре глаза умножают еще в четыре раза ; чтобы видеть в четыре раза больше неба. ; ; (Поправка) в шестнадцать раз больше неба. ;мы все четверо пролетаем мимо, как один комок плоти ; чувствуя себя по-настоящему живыми ; ; ; ; ;.",1
