Title,Description,Category,Top,URL,Label
is there really some one there for me?,it's been numerous relationshis ive been in and evry one ive been in seems like if is a total screw up not for me but for them alot of cheating and lyng involed..  is there really any girl out there that are just what i whant im not jelaous or nothing is just that i can never find the perfect on i would like to enjoy a relationship,Singles & Dating,Family & Relationships,https://answers.yahoo.com/question/index?qid=20070903080428AAvccO3,1
"Has anyone heard that Whoopi Goldberg defended Michael Vick on ""The View"" today?","Whoopi Goldberg defended Michael Vick today on the talk show. She showed her ignorance saying it was a ""Southern"" culture thing. I am from the South and I resent anyone defending a felon like Michael Vick or dog fighting.",Talk Shows,Entertainment & Music,https://answers.yahoo.com/question/index?qid=20070904094606AAPpxWr,1
Which sleeper truck would be best to use in the city as well as short haul?,I would prefer the Mack but I've been told the suspension is not as strong as the Freightliner or Peterbuilt or some of the other trucks out their.  Could someone please explain.,Other - Cars & Transportation,Cars & Transportation,https://answers.yahoo.com/question/index?qid=20070905072715AAJye8a,0
If a zookeeper gives a monkey a lighter......?,And then the monkey sets the habitat on fire........Do you punish the monkey? ; ;Geez.....I wonder what this has to do with God.HMMMMMMMM,Religion & Spirituality,Society & Culture,https://answers.yahoo.com/question/index?qid=20070905140738AASXWt6,1
is it possible for a man to be afraid to struggle and risk even they love sone one?,"i just remember my  pass relationship. he even cried becouse he really want to be with mebut i dont know he always affraid about how life would be if he will live in my countryand if he will then he need to sell all what he have in his country.and quit his job.and start a new life here but he is afraid about what will going to happened.his so worried..or mybe becouse he was young. i try to help him telling him how we helping eachotherbut still theres a lot of ""what if"" so i decided to leave him.but untill now he still email  me.and telling me how much he missed meand love me..so strange.i dont know how to understand him.",Singles & Dating,Family & Relationships,https://answers.yahoo.com/question/index?qid=20070905231357AAPvt0z,1
Why does my gut tell me he likes me when he's not even acting like it?,He acts like he couldn't care less about me but for some strange reason I feel like he likes me.... ; ;Should I go with my gut or listen to my brain? ; ;Why are my gut and brain feelings so DIFFERENT???,Singles & Dating,Family & Relationships,https://answers.yahoo.com/question/index?qid=20070906191115AAyBjV8,1
Brand new SADDLE! HELP HELP HELP!?,I got a new saddle today. I was wondering if it would be ok if I used my new saddle for my September 29th schooling hunter jumper show. Until then i will probably condition my saddle a few times a week and ride every day.,Horses,Pets,https://answers.yahoo.com/question/index?qid=20070907171529AA01GJB,0
48 hour hollywood miracle diet?,does anyone have some personal experience with this product??? i am looking for a jumpstart to my weight loss.,Diet & Fitness,Health,https://answers.yahoo.com/question/index?qid=20070909223649AAFEFA2,1
My malshih is acting like he is gagging his nose was warmdry now normal could he have ate somethings caught,He was acting real lethargic and just didn't want to eat or anything now he is eating but still not acting right.  he does like to eat any and everthing he can get his paws on.  he has eaten a plastic fork before!  any ideas?,Dogs,Pets,https://answers.yahoo.com/question/index?qid=20070911095201AAzMkrX,0
anyone? a little help with physics?,ah I will love you forever and ever if you please walk me through this kinetics problem... it'd be great if you could explain number 2 also. ; ;1. A car slows down from 23m/s to rest in a distance of 85 m. What was its acceleration assumed constant? ; ;2. A world-class sprinter can burst out of the blocks to essentially top speed (of about 11.5m/s) in the first 15 m. of the race. What is the average acceleration of this sprinter (Vo=0) and how long (time) does it take her to reach that speed? ; ;ah I need baddd help with physics... ;thanks to anyone who has helped. =D,Physics,Science & Mathematics,https://answers.yahoo.com/question/index?qid=20070911201448AAF8gIY,0
What to do when you know someone is lying?,There's a girl on yahoo answers that my friend and I know. She claims to be licensed in several proffessions which she really is not. For her to be giving advice under these false claims is a type of fraud. Should we expose her so that maybe she will stop? It may seem silly but dishonesty bugs me to no end and I hate to think that she's giving people false information about important issues.,Law & Ethics,Politics & Government,https://answers.yahoo.com/question/index?qid=20070914231350AAKReSd,1
How do i activate my GPRS if i'm using a Touch Mobile Simcard?,I'm using a Ericsson T630 celphone.,Philippines,Travel,https://answers.yahoo.com/question/index?qid=20070915095325AAoTJIO,0
‰Ыў‰Ыў‰Є»‰Є»  Can you will in the blanks with LYRICS  from BEATLES tunes to create amusing sentences?,PLEASE WRITE THE ENTIRE SENTENCE. ; ;1. When in disgrace with fortune and men's eyes ______ ;2. It is the East and Juliet is _______ ;3. Good night good night! Parting is such _________.  ;4. To be or not to be that is ____________ ;5. Fourscore and seven years ago ____________,Words & Wordplay,Education & Reference,https://answers.yahoo.com/question/index?qid=20070916160418AA15yrE,0
Foreign plurals that creep into the English language.  Anybody else think they're kind of fun to use?  Can you,cherub -- cherubim ;beau -- beaux ;syllabus -- syyllabi ;automaton -- automata ;addendum -- addenda ;tempo -- tempi ;parenthesis -- parentheses ;apex -- apices ;vortex -- vortices ;schema -- schemata ;criterion -- criteria ; ;Can you think of some more?,Languages,Society & Culture,https://answers.yahoo.com/question/index?qid=20070917143541AAWrEtC,1
Do we need another McCarthy Era to rid Congress of all the Socialists posing as Democrats?, ,Politics,Politics & Government,https://answers.yahoo.com/question/index?qid=20070918133504AAb8HWr,1
What can I do to make myself want breakfast in the morning?,I know I should eat breakfast but I always feel nauseated in the morning with no desire to eat...,Diet & Fitness,Health,https://answers.yahoo.com/question/index?qid=20070919030259AAIXHTw,1
confuzed.....?,"ok its a little hard to explain so read carefully... ;I am meagerly over sensitive and i take everything to the extreme. My boyfriend knows this but he acts really well like an a** hole a lot. We were joking around on the phone and I asked if he would be mad at me if i hung up the phone he said no. Than i asked him what he would do. He said he wouldn't really care. This kinda made me mad. Yea i know dumb reason to get mad. But later on in the conversation i got mad and hung up. He called back but i wouldn't say anything. Finally i told him sorry for over reacting to nothing and he was all ""Good cause it was all your fault"" I got PISSED!!!! later on i emailed him saying i was mad and he was like"" getting mad over a joke? yea that shows A LOT"" ok i get that i was over reacting at first but that really made me mad! now who do u think was out of line? he says i was and i wont admit it apparently so who was out of line me or him?",Adolescent,Pregnancy & Parenting,https://answers.yahoo.com/question/index?qid=20070919145011AAez3st,1
Aviation careers thats suitable for me?,I'm into working with my hands and I have an interest in working with aircraft so I'm looking into an aviation career and I just wanted to know all the different kinds of jobs in this field. I'm currently a senior in highschool so I was wondering what should I major in when I get to college?,Technology,Business & Finance,https://answers.yahoo.com/question/index?qid=20070919154054AAuqmnp,0
Help calculating molarity?,how would i make a 100 ml of a 0.5 M surcose solution using a 30% sucrose stock solution? ( MW= 382) ; ; ;so far this is what I have.... ; ;i am thinking that 30% means  30g/ 100 ml so i found the mole   ( 30g/382   = 0.078) and I used the volume ( 0.1) so the final molarity came out to be 0.785 but I am not really sure if i understand what the question is asking,Chemistry,Science & Mathematics,https://answers.yahoo.com/question/index?qid=20070923100903AAGUK8e,0
has a book ever effected your life or maybe even changed you ?, ,Books & Authors,Arts & Humanities,https://answers.yahoo.com/question/index?qid=20070923110527AAqmAbM,1
If 5 cards are dealt from an ordinary deck find the odds that 4 kings are in the hand?, ,Mathematics,Science & Mathematics,https://answers.yahoo.com/question/index?qid=20070924142930AAYXPg9,0
Do you believe in the rainbow bridge?, ,Dogs,Pets,https://answers.yahoo.com/question/index?qid=20070929153815AANsvlC,1
boy problem?,Boy problem? ;a boy that liked me last year goes to a new school but he knows a boy that goes to my school his friend has a gf but when ever he sees me he looks at me like he is spying on me,Singles & Dating,Family & Relationships,https://answers.yahoo.com/question/index?qid=20070930032857AATp6S8,1
what is gastroenterology?, ,Cancer,Health,https://answers.yahoo.com/question/index?qid=20071001135443AARaMwk,0
Which Guitar Tab Sites are Legal?,my friend told me that Ultimate Guitar is a legal tab site. is this true or not? if so please explain what makes it legal? thanks. also is Bass Masta a legal tab website? what makes it legal or illegal? thanks so much i'm really confused.,Other - Entertainment,Entertainment & Music,https://answers.yahoo.com/question/index?qid=20071001145612AA0V6um,0
When eating every 2 1/2 hours how many ounces of food should you dish out?,When eating six meals a day small portions ofcourse how many ounces of food do I dish out?,Diet & Fitness,Health,https://answers.yahoo.com/question/index?qid=20071003231330AAaQGMK,0
i saw something on a tv show would this be considered blasphemy of any sort?,so this guy peter was at a funeral and there was a picture of Jesus and there was a picture of the jolly green giant that was cut in half and he help it up to the picture of jesus and said the jolly green giant is was jesus's spirit,Religion & Spirituality,Society & Culture,https://answers.yahoo.com/question/index?qid=20071004163523AAmBBca,1
How long will it take salt to kill grassplants and small trees?,just wondering how fast salt or salt water would have detrimental effects to these plants. How much do you have to use?,Garden & Landscape,Home & Garden,https://answers.yahoo.com/question/index?qid=20071005104129AA63Yf1,0
How to claim benefitios of UK govement no work?,I no work because I care for 5 child in house. I claim benefitios for 5 child and no work benefitios?,United Kingdom,Business & Finance,https://answers.yahoo.com/question/index?qid=20071007102441AAzvD3W,0
will the files be deleted now?,ok i used frost wire to Dl some adult videos and sevreal of the videos were not only unuseable but undeletable. ; ;i could not delete them by... ; ;sleecting and pressing the delete key ; ;right clicking brought up every option but delete ; ;eraser would not select the video ; ;file shredder would say the name was in valid ; ;even spy bots file shredder said the name was invalid. ; ;i have tried to move them to the desktop and the recyclebin but they will not move.. ; ;nothing seems to have worked. ; ;this morning though i got up used windows file search option found the files and decided to try some thing. i moved the file containng all the videos to the recyclebin. i then did a search again and the search did not come up with any of the videos that were in the file. ; ;so if i tell the computer to empety recycle bin will they finally be gone and able to be written over?,Security,Computers & Internet,https://answers.yahoo.com/question/index?qid=20071007110233AALIOhy,0
Do you find people of your own race more or less attractive than people from another?,I'm white and I personally don't find white people that attractive looks-wise... What about you? ; ;-x-,Other - Cultures & Groups,Society & Culture,https://answers.yahoo.com/question/index?qid=20071009135128AAn6bze,1
i'm about to start making a scrapbook but i don't know what to make the book from (see details)?,i mean the balnk book which i will stick my things on (can an art ar drowing copybok work?) and what are the ideal dimentions,Other - Visual Arts,Arts & Humanities,https://answers.yahoo.com/question/index?qid=20071010112138AArijpd,0
did they ever find madeliene mcann?, ,Mythology & Folklore,Society & Culture,https://answers.yahoo.com/question/index?qid=20071010122654AA28YLM,0
quote from the virginia company of london?, ,Quotations,Education & Reference,https://answers.yahoo.com/question/index?qid=20071012134509AAtxyTB,0
Is Alex Zane really that much of a c#nt?,I'm looking at his little testicle of a face on television and I think I hate him more than racism. Is this wrong of me or is he actually a massive c#nt?,Celebrities,Entertainment & Music,https://answers.yahoo.com/question/index?qid=20071014051638AAlZYGo,1
James Khan on Dragons Den-looks like Charles Frier from Howards Way?,A great dragon- most endearing - cant help humming Howards Way theme tune though.,Other - Television,Entertainment & Music,https://answers.yahoo.com/question/index?qid=20071015134555AA0Ze5A,1
Has anybody had or heard of a cure for Trichotillomania?,I know what it is but I think I might have it. Are the results deadly?,Mental Health,Health,https://answers.yahoo.com/question/index?qid=20071015195529AAeSuQO,0
I want to know sharon salazar 27 FEMALE yahoo email ID?, ,Other - Yahoo! Products,Yahoo! Products,https://answers.yahoo.com/question/index?qid=20071019044802AAECm2X,0
Should I buy games from my friend?,My friend might sell me Gears of War for $25. I've rented the game and have loved it. He says its in good condition and its a good deal since the cheapest used version I've seen is $45. So should I buy his copy or wait for the price to go down and buy the collector's edition used for the same price at GameStop? ; ;Also is The Darkness a good game? He said after he beats it he'll sell it to me for $15. He claims its good condition but the game itself isn't as good as Gears. This is also a good deal since used its at least $50. So should I also buy this game or pass up on it?,Video & Online Games,Games & Recreation,https://answers.yahoo.com/question/index?qid=20071020140659AAiXExk,1
Does he like Me?,"There is this boy who has been staring at me for the longest. About 3 days ago is when I noticed him. He's kinda a ""good looking"" guy. He stares at me all the time. Last Night at our Football Homecoming Game (he plays for our high school) He stared at me from the sideline. (he was only on the sideline for about 2 minutes and the whole time he was eyeballing me) After our parade (he was in there too) he stared at me there He was driving a car people were in the car he stopped the car and looked at me eye 2 eye for a good 45 seconds and then had a little smirk on his face then drove off. Its was the same thing Thursday at our Middle School's DVC game (congrats) We had to walk on the field during half time. Anyway he was in the stands and he stared at me from up there eye 2 eye again Didnt blink. What does this mean????",Singles & Dating,Family & Relationships,https://answers.yahoo.com/question/index?qid=20071020160912AANXqW4,1
How to go Thippasandara from Bangalore Railway station?,I will coming from Chennai central to Banglore.... Where to get down or how to reach that place?? Plz help me...,Bangalore,Travel,https://answers.yahoo.com/question/index?qid=20071023035718AAkymcU,0
Why do kids in the UK always dress up as monsters for Halloween?,In the USA they seem to be a lot more imaginative or at least the parents take more of an interest and encourage them to wear something more creative (and appealing) than a Scream or Jason mask.  Where are the giant bumble bees the fairies the Spongebobs?! And while I'm on a rant what's the point in giving them candy when for most of them it's practically a part ;of their staple diet that they eat three times a day already? ;Parents these days.. why isn't candy a TREAT anymore?,Halloween,Society & Culture,https://answers.yahoo.com/question/index?qid=20071026111857AAh9GEj,1
i have a AKAI television if i buy a AKAI remote will it work?,AKAI CDT21AR IS THE MODEL,TVs,Consumer Electronics,https://answers.yahoo.com/question/index?qid=20071027154455AAK8zYf,0
is the name aurangabad is best or it should b rename as sambajinagar?,the shiv shena r providing name sambajinagar to the aurangabad. i feel it is bad option wht abt u,Other - India,Travel,https://answers.yahoo.com/question/index?qid=20071028062028AAGy7Bg,1
hey everyone?,just a quick question ;  ;is there anyway to find out static address without calling cable provider ?,Computer Networking,Computers & Internet,https://answers.yahoo.com/question/index?qid=20071028070903AAL1RqF,0
ALL the songs on my itunes dissappeared!?,like all my songs are still on my ipod but itunes is blank! whats goin on? what can i do w/o losein my songs and Vids?,Music & Music Players,Consumer Electronics,https://answers.yahoo.com/question/index?qid=20071028102548AAjR78r,0
"The scientist who utilized pea plants to conclude that ""factors"" determine inheritance was?", ,Biology,Science & Mathematics,https://answers.yahoo.com/question/index?qid=20071029065551AAQmWDn,0
Should a married person to stay in touch with ex-spouses and ex-lovers when they shared no children?, ,Marriage & Divorce,Family & Relationships,https://answers.yahoo.com/question/index?qid=20071029152434AAcFMNe,1
new boyfriend?,I have been talking to a friend of a guy i dated for a week. The Guy i dated for a week still claims he loves me but in trouble with the law so he is away from me. I don't love him romantically but i do care for him. He hopes one day it will become more serious between us but unfortunately i have deepfeelings for his friend. He and I have been talking for a few weeks now..and just yesterday (after we havent talked for sometime) i sent him a message that i love him and he replied with an I love you too. We re secrelty togehter only becuase he is afriad of the guy ( in troulbe) will be upset that he took me from him. I am beginning to second guess everthing ...is it normal to go through this kind of doubt in the beginning of a relatioship? I just got out of one a month ago and that ex cheated on me and i am still kinda healing from it...but i need adivce so i wont ruin something potientially good for me. THanks much appreciated.,Marriage & Divorce,Family & Relationships,https://answers.yahoo.com/question/index?qid=20071030042543AAW5yAI,1
Any suggestions for dealing with guilt?,I broke up with a girl and it 'looks' like she is doing worse she is now super skinny and i can tell she isnt happy. I know its not my place to do anything but what can i do to cope with these feelings of guilt?,Singles & Dating,Family & Relationships,https://answers.yahoo.com/question/index?qid=20071102084214AAF2RsL,1
"Have Christian ""Scientists"" changed their minds in the face of this kind of loss?","This is especially sad for me as I'm an insulin-dependent diabetic: ; ;""In Florida Amy Hermanson aged 7 died of diabetes. Her parents are members of the Christian Scientist Faith and claimed their religious beliefs kept them from taking her for medical attention."" ;http://www.geocities.com/Heartland/Woods/1327/child-abuse.html ; ;How do you let this kind of thing happen?  What God would decree that you let your child die in this way? ; ;What a way to go.  Low blood sugar can start out with a cold sweat initially light-headedness inability to focus.  If it's severe you might collapse vomit go into convulsions fall into a coma.  If you can't get your blood sugar levels back up brain cells begin to die.  If you don't get medical attention you die. ; ;How could any parents stand by and allow their child to die in this way?  Worse how can they do it based upon what they call teachings of God?",Religion & Spirituality,Society & Culture,https://answers.yahoo.com/question/index?qid=20071105090638AArvfPc,1
Considering America was at its greatest while Clinton was president why wouldn't we want Hillary?,We had a great Economy. ;We had less crime. ;We had a cleaner environment. ;We weren't in unilateral wars.  Kosovo was done with ally help.,Other - Politics & Government,Politics & Government,https://answers.yahoo.com/question/index?qid=20071107061746AAwZz1q,1
Where can I find three public OUIs held by Cisco?, ,Computer Networking,Computers & Internet,https://answers.yahoo.com/question/index?qid=20071108113205AAgOPR4,0
how do i do back handspring?,ok i've been going to this gym once a week. i started about 12 weeks ago. i've used the cheese and the incline mat. my coach says i have a problem not jumping enough. what can i do at home to help me? and i can also do a front handspring already.,Other - Sports,Sports,https://answers.yahoo.com/question/index?qid=20071108224736AADSUyZ,0
What is the best pillow to buy to prevent waking up with neck aches?,What is the best pillow to buy to prevent waking up with neck aches? ;I have some northern night feather down pillows and if I don't adjust them just right sometimes they are too flat and I wake up with neck strain. I see memory foam pillows that cost 30.00 each. So does anyone know a pillow they love?,Pain & Pain Management,Health,https://answers.yahoo.com/question/index?qid=20071109091602AAykwqC,0
If you could talk to one person again in your life living or deceased who would that person be?,For me it would be my Dad who died when I was 18 at the age of 78.,Other - Society & Culture,Society & Culture,https://answers.yahoo.com/question/index?qid=20071109171824AAEWYKQ,1
Need help in getting the right jersey size!?,Hey everyone i need some help- I want to buy a Ray Allen SS jersey but it's hard for me to choose what size. I'm definitely in the youth section cause ive tried the adult jerseys and they're too large for me but i don't know how to tell the sizes on the nba online store. Plus where i'm from they don't sell any youth jerseys so i'm in a sticky situation right now. I know that the Small Adult jerseys are just a little too big- If some could tell me which Size Chart i should look at for youth jerseys from the NBA online store that would be great! ; ;Btw- here's the ink of what i want to buy: ; ;http://store.nba.com/product/index.jsp?productId=2506470&cp&pg=2&f=2834601&sr=1&origkw=ray+allen&kw=ray+allen&parentPage=search,Basketball,Sports,https://answers.yahoo.com/question/index?qid=20071109204117AAKXWXS,1
what happened with her?,this girl i like and i are 16 years old. i gave her a diamond necklace for her birthday (16th) on tuesday. we stayed up late together on wensday nite talking while doing homework. ; ;she didnt answer her phone on thursday or friday. ; ;we dont go to the same school but we do go to the same private cram school (hagwon). recently my parents decided against me going because i took the ACT the test i was studying for at the hagwon. she called me today (the day i usually go) but i didnt answer. i was partly confused about why she didnt answer and i also didnt know what to tell her because i had promised i would keep going after i took the ACT. ; ;a few minutes later she called me on her friends phone and was upset that i hadnt answered (she thought i was angry that she didnt answer). i exlained to her that i was feeling terrible that i couldnt keep my promise. she said i shouldnt but then had to go to class.,Singles & Dating,Family & Relationships,https://answers.yahoo.com/question/index?qid=20071110184136AAvywrx,1
How do I turn off group policy so that I can enable Windows Firewall?,I am running XP. I want to turn on Windows Firewall but I can't because it says there is a Group Policy. The account I'm working on is the Administrator so I don't know why I can't turn Firewall on. Help!,Security,Computers & Internet,https://answers.yahoo.com/question/index?qid=20071111074218AARQbY9,0
Can i restore my dell lptops hardrive?,Well a few monts ago my computers hard drive crashed and i want to know if their i anyway i can fix it myself. ;( What happened?) My charger kept making my computer turn off and that fried the hardrive. ; ;Information  ;Dell latitude ;windows xp ;20 or 30 gig ; ;Please help me with this problem ;CarlsbadCa,Laptops & Notebooks,Computers & Internet,https://answers.yahoo.com/question/index?qid=20071111145753AAqHpYi,0
Where can I find Marciano by Guess outlets (other than Cali)? Any in NY Mississippi Alabama Florida? TY!?,Any outlet or discount stores please. Any state would be helpful. Thanks so much for your help in advance.,Other - US Local Businesses,Local Businesses,https://answers.yahoo.com/question/index?qid=20071111182107AAJsFuo,0
Info about The Misfits?,I am a HUGE fan of the 'original' Misfits. I really only listen to the early stuff with Danzig. But i have been wanting to listen to the rest. But i get soo confused with the lead singers. I of course know that Danzig left in 83'. And that they reformed in the 90's with...Graves was it? And now it's Jerry Only? Is that right? Also can anyone tell me which album is which time frame. (Like which one is Graves ect..) I get so confused about all this. lol. Thanks in advance.,Other - Music,Entertainment & Music,https://answers.yahoo.com/question/index?qid=20071113110214AA4Su9a,0
science and religion are the same. any reasons for that?, ,Other - Science,Science & Mathematics,https://answers.yahoo.com/question/index?qid=20071114181434AAz1PYG,1
How do I enlarge thumnails without distortion?, ,Photography,Arts & Humanities,https://answers.yahoo.com/question/index?qid=20071114201050AAWetLl,0
I can't believe I am asking this but........do you all remember the name of this song?,Lol. I cant believe I am asking this but it was a song that came out last year. It was a DJ Kay Slay track and had Papoose and Shaq (yes Shaq) on it. It was a music video also. If yall can help me please do.,Rap and Hip-Hop,Entertainment & Music,https://answers.yahoo.com/question/index?qid=20071115100110AAo4om6,0
anybody hear of this company??,"Anybody heard of a company called ""Sun Light Finance Group"" from Toronto Canada?",Other - Canada,Local Businesses,https://answers.yahoo.com/question/index?qid=20071117184157AAJp9JO,0
BIG SOUL=SUN?EARTH WOMB contain a SON of SUN?the MUSLIMS had WORSHIPS d SQUARE ROOT KAABA.Any OPINION pls?, ,Religion & Spirituality,Society & Culture,https://answers.yahoo.com/question/index?qid=20071118033109AAbEWeP,1
Do's and Dont's of working retail?,I just got a job in retail (clothes) and i am just wondering if anyone can tell me what some do's and dont's are in retail.  I have never worked it before other then when i had my own business but it was different stuff.....anyways can anyone help me out here i want to do well!,Other - Careers & Employment,Business & Finance,https://answers.yahoo.com/question/index?qid=20071119050803AAPOMbh,1
Whos sound like who?,artist that sounds like another artists,Celebrities,Entertainment & Music,https://answers.yahoo.com/question/index?qid=20071120201452AAckyWf,1
Does this mean it's just about over?,"I'm currently in a long-distance relationship with my girlfriend whom I've been seeing for well over a year. With the start of the new academic year we found ourselves at different universities quite a distance apart. Though we've been staying in touch and visiting each other ever 2 weeks or so lately things have started to slow down. With exams coming up there's no opportunity for us to see each other for a while. ; ;Then we had a discussion about it where she asked me ""When's the next time we'll live close to each other?"" not just visit but live. She mentioned that ""she doesn't like the distance thing"" and we agreed that neither of us could really move closer to the other... the conversation kind of died off there despite several attempts to revive it from both sides. ; ;Do I take this as a sign that it's over or at least about to be and she can't deal with the LDR any more and wants to see someone else closer to her or was she just voicing her frustration and I'm overreacting??",Singles & Dating,Family & Relationships,https://answers.yahoo.com/question/index?qid=20071120214542AAAxVjA,1
what are some sites like image chef?,please help me! ;-Lauren,Other - Internet,Computers & Internet,https://answers.yahoo.com/question/index?qid=20071122214423AAlIBo7,0
how does getting your toungue pierced hurt? what are the risks?, ,Pain & Pain Management,Health,https://answers.yahoo.com/question/index?qid=20071122225506AAmLwb1,1
picture studio question?,me and my friend are getting professional photos taken and we found this cute shirt online the stlye i like is black but the one she likes is the same thing in white  ; ;http://www2.victoriassecret.com/commerce/application/prodDisplay/?namespace=productDisplay&origin=onlineProductDisplay.jsp&event=display&prnbr=3G-167266&page=1&cgname=OSCLOBTPVIL&rfnbr=2220 ; ;do you think that would look weird?,Fashion & Accessories,Beauty & Style,https://answers.yahoo.com/question/index?qid=20071123083411AAB0oCA,1
When the government runs a budget deficit all the following happen EXCEPT:?,When the government runs a budget deficit all the following happen EXCEPT: ;        the government becomes a borrower in the marked for loanable funds.  ;        the interest rate rises.  ;        the total amount of borrowing decreases.  ;        private investment spending is crowded out.,Economics,Social Science,https://answers.yahoo.com/question/index?qid=20071127115301AAFfVWG,0
Physics HELP?,Choose all the correct statements of a satellite orbiting a planet in an ELLIPTICAL ORBIT. Assume the mass of the satellite is much less than the mass of the planet.  ;1. As the satellite orbits the planet the gravitational force on the satellite is always perpendicular to the satellite's velocity. ;2. The linear momentum of the satellite is conserved throughout the orbit. ;3. The orbital angular momentum of the satellite is conserved throughout the orbit. ;4. The kinetic energy of the satellite is conserved throughout the orbit. ;5.The sum of the gravitational potential energy and the kinetic energy is conserved throughout the orbit. ;6. Increasing the mass of the satellite increases the orbital period. ;7. Increasing the mass of the satellite decreases the orbital period.,Physics,Science & Mathematics,https://answers.yahoo.com/question/index?qid=20071127150134AA3Qfed,0
help please relationship issues?,I love this girl but she does not like me as much and I really want to get with her but yeah so what should I do to get her to like me I'm 12 and she is 14 what do i do and only answer is you are my age please,Singles & Dating,Family & Relationships,https://answers.yahoo.com/question/index?qid=20071127171508AAoGRFo,1
What's a good christmas gift for someone who is already getting an iphone for a present?,My dad's getting an iphone from my mom for christmas. He already knows about it but i want to get him something good to go with it. He's not that into music he mostly gets podcasts on his ipod. So I dont want to get him an itunes gift card neccassirily. I have a job so I dont care how much I spend on him but I'm thinking around $100 any ideas?,Christmas,Society & Culture,https://answers.yahoo.com/question/index?qid=20071128105406AAaEEnO,1
Stopping a BYB in my town?,"My friend is looking for a small to medium sized dog and while helping her research local breeders I came across this which screams BYB to me (look at how many b*tches she has!!). ; ;My question is knowing that nothing will come of reporting to the local agency in town (they send all cases to the Humane Society which in turn doesn't do a thing about the several BYB's up here) is there any other way to get this ""breeder"" shut down or investigated? ; ;http://www.piddlesandpoops.com/",Dogs,Pets,https://answers.yahoo.com/question/index?qid=20071128124749AAXVHCA,0
Is this right?  I need to convert 112.2kPa to atm.  I got .0011073.  Is this the right answer? Thanks.?, ,Chemistry,Science & Mathematics,https://answers.yahoo.com/question/index?qid=20071128194106AAtTFNP,0
My wiimotes won't register in Guitar Hero 3?,When I turn on my Wii I can hit A at the safety screen and it will work with any one of my Wiimotes and take me to the Wii menu. But as soon as I get into Guitar Hero 3 with any of my Wiimotes it stops registering. The blue boxes at the bottom of the Wiimote are no longer lit up and I can't register any at that point. I checked my batteries only 2 are running low the other 2 are fine. I tried disconnecting the Wiimotes and then connecting the one I wanted to use but it didn't work. I tried this process for both of my Wiimotes that have a lot of battery but neither worked. Anyone have a solution?,Nintendo Wii,Consumer Electronics,https://answers.yahoo.com/question/index?qid=20071130110627AAr7YsA,0
What do I need to take into consideration before installing firewire?,I just bought a mini DV camcorder and now need to install a firewire port on my eMachines.  Is there anything I need to take into consideration to ensure compatability?  What should I check to ensure my PC can handle the the card?  I have three open expansion slots.  My machine is running XP Media Center with Service Pack 2.  Pentium 4 3.06 GHz and 448MD of RAM.  If I install the firewire card Should I upgrade my RAM while I have my PC open?,Add-ons,Computers & Internet,https://answers.yahoo.com/question/index?qid=20071130215626AAgH7b5,0
a 3db loss is equivalento to what of total signal?, ,Engineering,Science & Mathematics,https://answers.yahoo.com/question/index?qid=20071202155133AAd5rwU,0
hot girls or not?  TEENS/ADOLESCENTS GUYS ONLY !!?,I'm not a perv I'm 23. And sometimes is fun to have some adult fun... Please don't answer this if you're not mature enough or  feel you'll be easily offended.  ; ;rate this japanese singers.. Hot or not??? ; ;Koda Kumi  - Selfish ;http://www.dailymotion.com/video/x1mitu_koda-kumi-selfish-best_music ; ;BoA Kwon - Dakishimeru ;http://www.dailymotion.com/video/xa2no_boa-dakishimeru_music ; ;Maki Goto - Some boys touch ;http://www.dailymotion.com/video/x311cy_goto-maki-some-boys-touch-sexy-vers_music,Other - Music,Entertainment & Music,https://answers.yahoo.com/question/index?qid=20071203144209AAxCKk7,1
How much does it cost to knock down a load bearing wall and install a RSJ?,labour and materials 9x9feet,Do It Yourself (DIY),Home & Garden,https://answers.yahoo.com/question/index?qid=20071204111106AAyiE7w,0
Do girls *really* like being called these things:?,"Hot mommy (or mama). ;or ;""Shorty"" (which never made *any* sense to me). ;or  ;Baby girl. ; ;So do girls *really* like being referred to like this or is it just something I hear on the radio and see on television.",Singles & Dating,Family & Relationships,https://answers.yahoo.com/question/index?qid=20071204130024AAkFEOI,1
GIRLS what to u really like in a guy?, ,Singles & Dating,Family & Relationships,https://answers.yahoo.com/question/index?qid=20071205154944AASMbiG,1
Webkinz doesn't recognize my daughter on log-in!?,She was in the middle of her first visit when she was disconnected (fine fine) but then when she tried to log back in: it didn't recognize her. She has all her information written down but we can't even reset the account. I hope I'm just missing something as she's freaking out over her cow being lonely. :( ; ;Thanks for your help!,Problems with Service,Yahoo! Products,https://answers.yahoo.com/question/index?qid=20071207233237AATPFaU,0
Chronicles of Narnia movies?,why aren't they making it in order? ;i mean The Lion the Witch and the Wardrobe wasn't ;even the first book of the chronicle.  ;Now they're making Prince Caspian?,Books & Authors,Arts & Humanities,https://answers.yahoo.com/question/index?qid=20071208224853AAQtIW9,1
TRUE CRIME nEW YORK CITY GAME?,is there a cheat code that is unlimited health  ; ;what is the code  ; ;this is for xbox,Video & Online Games,Games & Recreation,https://answers.yahoo.com/question/index?qid=20071209095352AAfXZk0,0
