,Title,Description,Category,Top,URL,Label
228,"У меня есть Mac Powerbook. Мой Интернет, кажется, в порядке, за исключением тех случаев, когда я смотрю YouTube. Это всегда прекращается. Почему?","Могу ли я что-то сделать (удалить, очистить, очистить что-то), чтобы мой компьютер мог транслировать видео с YouTube без постоянных перерывов? Опять же, в остальном мой интернет работает нормально. У меня возникает эта проблема только тогда, когда я смотрю видео на YouTube.",Laptops & Notebooks,Computers & Internet,http://answers.yahoo.com/question/index?qid=20110811073713AA7hvoq,0
229,"Вопрос о шоу ""Захолустье"" на Cartoon Network?","Как получилось, что шоу ""Захолустье"" может произносить n-слово по телевизору? На любом другом шоу, таком как Джерри Спрингер, например, они издают звуковой сигнал с этим словом. Однако почему они могут сказать это в глуши и не выдать это звуковым сигналом?",Comics & Animation,Entertainment & Music,http://answers.yahoo.com/question/index?qid=20110813201723AAYYOSn,1
230,"Как получить сияющие ярко-белые зубы, как у знаменитостей?","Как Одрина Патридж (The Hills), Шерил Коул, Фабиола Гатти, Джессика Симпсон и множество других знаменитостей, у которых СИЯЮЩИЕ белые зубы - красивые и яркие. ; ; Действительно ли возможно, что это настоящие зубы или они искусственные? Если они реальны, как я могу этого достичь?? Я хочу такие же яркие белые зубы, как у них!!! ; ;Спасибо",Dental,Health,http://answers.yahoo.com/question/index?qid=20110816135222AAtKicV,0
231,Я пытаюсь найти эту действительно длинноволосую японскую певицу?,"ее зовут Чара, Хара, Чана, Кьяра или что-то в этом роде; я пытался выполнить поиск в Google с любым из указанных выше и более, но безуспешно : ( ; ; у нее ДЕЙСТВИТЕЛЬНО длинные волосы, которые спускаются до задницы, это платиновая блондинка ; на видео она была одета в комплект из белого корсета и трусиков ; ее окружали парни топлесс в масках, танцующие и ласкающие ее; я не могу вспомнить ничего другого, кроме того факта, что у нее были неестественно огромные сиськи",Singing,Entertainment & Music,http://answers.yahoo.com/question/index?qid=20110817134514AATdlIq,0
232,Шампанское с коричнево-желтой этикеткой.?,"Я ищу конкретное шампанское с овальной этикеткой, внешняя сторона которой коричневая, а середина желтая. Есть какие-нибудь идеи?","Beer,Wine & Spirits",Food & Drink,http://answers.yahoo.com/question/index?qid=20110821140031AAHz9fH,0
233,"должна ли я забрать его обратно, хочет ли он меня?","О, все в порядке, спасибо за ответы, но да, мы закончили, спросила его вчера в Нью-Йорке, он сказал мне, что не использовал меня, но он напоминал себе о том, что могло и должно было быть, и что он искал только сексуальных отношений",Singles & Dating,Family & Relationships,http://answers.yahoo.com/question/index?qid=20110822131008AAgpVmB,1
234,"Что думаете об этих именах, оцените?","Что касается девочек-близняшек, мне нравятся мужские имена для девочек, уникальные имена, старомодные имена, рифмующиеся имена и разные варианты написания. ; ; Пенелопа Скай и Фиби Эверли; Райэнн Элоиза и Тайлер Илэйн; Габриэлла София и Изабелла Грейс; Сидни Николь и Уитни Ноэль; Дрю Ли и Девин Кайли; София Холли & Молли Грейс ; Райкель Рей и Николь Мэй ; Аня Элоиза и Пейтон Женевьева ; Табита Паркер и Кейлкс Анастасия (Caylix) ; Амелия Николь &",Baby Names,Pregnancy & Parenting,http://answers.yahoo.com/question/index?qid=20110828090003AArkJ9t,1
235,как я могу понравиться родителям моих подруг?,"мы с моей девушкой встречаемся 3 месяца, это были лучшие 3 месяца в моей жизни. я полюбил ее с тех пор, как впервые заговорил с ней. вчера она сказала мне, что я все еще не нравлюсь ее родителям. мне действительно нужна помощь в этом вопросе, как я могу заставить их полюбить меня, я действительно не хочу терять ее, она моя жизнь, мой мир, я был бы потерян без нее. пожалуйста, помогите мне",Family,Family & Relationships,http://answers.yahoo.com/question/index?qid=20110902111736AA0zB7c,1
236,Спортивный дресс-код Хиббетта? Накладные ногти приемлемы?,"Итак, на прошлой неделе у меня было интервью в ""Хиббетт Спортс"", и, мягко говоря, оно прошло не слишком хорошо. НО они перезвонили мне сегодня для повторного собеседования на следующей неделе. Я планировала завтра сделать маникюр, например, акриловые накладные ногти. Но я не хочу, чтобы они говорили мне, что я не могу их получить, и я должна пойти снять их после того, как они были у меня всего пару дней... Кто-нибудь знает общий дресс-код для Hibbett Sports?",Other - Beauty & Style,Beauty & Style,http://answers.yahoo.com/question/index?qid=20110902134438AArDh0m,0
237,"когда я пытаюсь играть в игры на своем ноутбуке, появляется окно с надписью ""критическая ошибка"". как мне это исправить?","я пошел играть в пасьянс и т.д. Из игр в стартовом меню. Я дважды щелкнул по одной из игр, и на экране появилось маленькое окошко с надписью ""критическая ошибка"" ""не удалось создать устройство DirectX"" ; ; что это значит и как я могу это исправить? Я играл в них множество раз и не знаю, почему это останавливает меня сейчас. пожалуйста, помогите. спасибо",Laptops & Notebooks,Computers & Internet,http://answers.yahoo.com/question/index?qid=20110904092246AA5SBUQ,0
238,Какая песня звучит в рекламе Macy's Mstyle Lab с танцующей девушкой?,"Спасибо. К сожалению, это не та песня. Песня, которую я ищу, немного более оптимистична. Я загрузил это на YouTube, так что, надеюсь, больше людей смогут услышать. В конце концов, кто-то должен это признать. ; ;http://www.youtube.com/watch?v=ct18cGTTcaA",Other - Music,Entertainment & Music,http://answers.yahoo.com/question/index?qid=20110904150557AAJwYxl,0
239,"Что я могу надеть, чтобы быть панком?","я хочу быть панком, но не настолько панком, чтобы это было жутко. больше похожа на Аврил Лавин, когда у нее были каштановые волосы. в тот раз (: где я могу взять одежду, которую она носила? футболки и брюки длиной до колен...ремни? шляпы? аксессуары? Спасибо!",Other - Beauty & Style,Beauty & Style,http://answers.yahoo.com/question/index?qid=20110909082232AA1EZNr,0
240,могу ли я начать все сначала в другом университете?,"В школьные годы у меня были некоторые психологические проблемы, и меня выгнали из университета. ;Я решаю взять годовой перерыв (конечно, встречаясь с психологом раз в неделю) и ; подать заявление в другой университет в следующем году. Действительно ли мне нужно отправлять свою предыдущую стенограмму в университет, в который я собираюсь поступать? (Я говорю о канадском университете) Я не думаю, что университет в другой провинции не будет знать, поскольку в каждой провинции разные системы онлайн-подачи заявок.",Higher Education (University +),Education & Reference,http://answers.yahoo.com/question/index?qid=20110921042152AAqIwzF,0
241,Почему мой принтер не печатает изображения?,"Картинка черная. На самом деле, это диаграмма. И эта диаграмма очень важна для моего отчета. ",Printers,Computers & Internet,http://answers.yahoo.com/question/index?qid=20110925070816AAA9EVX,0
242,КОГДА ВЫЙДЕТ BATTLEFIELD 3?, ,Video & Online Games,Games & Recreation,http://answers.yahoo.com/question/index?qid=20110926224706AAaHqtA,0
243,подходит ли этот план диеты?,"ладно, итак, я наконец-то планировала сесть на диету; я знаю, что это не САМЫЙ * здоровый способ ; ОФК .. ; но я просто продолжу ее 4 раза в 3-4 дня или максимум 4 раза в неделю .. ; (на самом деле я навещаю свою семью из фрнз..n мне нужно быстро сбросить вес, даже если это временно .. после этого, когда я вернусь, я планирую еще поработать над этим); хорошо, итак, я планировал голодать 4 раза по 14 часов каждый день; сжигать 400 калорий КАЖДЫЙ ЧАС; ужинать вечером; пить воду только тогда, когда я голоден в остальное время; и даже прыгать 80 раз или больше... ; и у меня даже есть своя школа, так что это тоже может помочь в похудении .. ; так что скажете, ребята?",Diet & Fitness,Health,http://answers.yahoo.com/question/index?qid=20110927084010AAtRgaS,1
244,Какой лучший способ лечения эндометриоза?, ,Women's Health,Health,http://answers.yahoo.com/question/index?qid=20110927230525AAb8OE4,0
245,"Если демократы такие интеллектуалы, то почему они подкрепляют свои аргументы демагогией?",@салли - мы увидим,Politics,Politics & Government,http://answers.yahoo.com/question/index?qid=20111002192846AAjAe73,1
246,"Я хочу проверить, верен ли ответ, который мой ребенок получил в science 1074, у меня нет ответа?", ,Earth Sciences & Geology,Science & Mathematics,http://answers.yahoo.com/question/index?qid=20111003174719AACetNw,0
247,Мне нужна помощь с цитатами. Цитаты о любви / разбитом сердце?,"Не могли бы вы помочь мне найти отличную цитату по этому поводу: ; Видите ли, я по уши влюблена в одного человека, но в эти дни мое сердце просто больше не замирает, когда я вижу его. Затем, через несколько дней после этого, я только что узнала, что влюблена в кого-то другого, но он также влюблен в моего друга. Они оба кажутся счастливыми вместе. Моя подруга флиртует с ним и все такое. Но у меня немного разбивается сердце, когда я их вижу. Можете ли вы дать мне цитату даже для того, кто просто влюблен и разбивает сердце? спасибо :)",Quotations,Education & Reference,http://answers.yahoo.com/question/index?qid=20111006042933AAC2bVa,0
248,"Может ли слово ""это"" быть подлежащим предложения?",Это грамматически неправильно или просто неловко?,Words & Wordplay,Education & Reference,http://answers.yahoo.com/question/index?qid=20111012184400AAg6WU1,0
249,"Мне нужно имя???? ПОЖАЛУЙСТА, ПОМОГИТЕ?","Ладно, итак, мне нужно женское имя, которое было бы очень уникальным, но не странным, как experanza, если вы понимаете, что я имею в виду, ха-ха :) в любом случае, может быть, есть место или просто вещь, которую вы можете придумать, которую я мог бы использовать в качестве женского имени для персонажа? спасибо! :))) ; Это может немного сбить с толку, поэтому, чтобы уточнить на всякий случай, мне нужно уникальное имя девушки. Вот и все :)",Books & Authors,Arts & Humanities,http://answers.yahoo.com/question/index?qid=20111013192024AA7ztOH,1
250,Может кто-нибудь дать мне простой ответ?,"Может кто-нибудь сказать мне, что такое Закон о внедрении ""Не звонить"" 2003 года....? Я знаю, что это что-то о телемаркетинге и сборах? Но что это значит по-английски?!?!? лол, кто-нибудь знает? и, пожалуйста, не надо длинного ответа....",Government,Politics & Government,http://answers.yahoo.com/question/index?qid=20111014220030AAgtxs7,0
251,Вопрос Black Ops L96A1?,"Должен ли я использовать Acog на нем или просто расширенные патроны, когда я использую ACOG, он очень неточен и пропускает выстрел, когда я знаю, что маркеры попадания были на человеке. Увеличение прицела по умолчанию занимает немного больше времени, я агрессивный снайпер.",Video & Online Games,Games & Recreation,http://answers.yahoo.com/question/index?qid=20111015133436AAPqAvg,1
252,"черный ""рендж ровер"" разбился?","может кто-нибудь опубликовать / прислать мне ссылки на их черный range rover, который был поврежден или довольно сильно разбился в результате несчастного случая .... для школьного задания",Maintenance & Repairs,Cars & Transportation,http://answers.yahoo.com/question/index?qid=20111016112230AAJc86a,0
253,Мог ли быть сломан нос моего ребенка?!?,"Моей дочери 2 года, и она поднималась и упала лицом вниз. У нее из носа не течет кровь, и я это почувствовал, и она не съеживается и не плачет, когда я прикасаюсь к нему, но он очень красный. Может быть, она сломана или просто покраснела от падения?",Toddler & Preschooler,Pregnancy & Parenting,http://answers.yahoo.com/question/index?qid=20111016115957AAbJXQs,0
254,ускоритель онлайн-дуэлей yugioh?,"нужно ли вам платить реальные деньги, чтобы наслаждаться игрой? (для людей, которые читают этот вопрос, мне жаль, что вы не поняли вопроса.)",Video & Online Games,Games & Recreation,http://answers.yahoo.com/question/index?qid=20111018183802AAbfulN,0
255,"ЖЕНА СКАЗАЛА МНЕ, ЧТО ВСЕ КОНЧЕНО, ХОЧЕТ ВСТРЕЧАТЬСЯ С ДРУГИМИ МУЖЧИНАМИ?","Каков самый простой способ забыть свою жену, которая больше не хочет быть с вами?  ; ;У меня к ней глубокие чувства. Это тяжело отпускать, я так сильно ее люблю...она хочет быть одинокой и выяснить, чего она хочет, вот что она мне сказала. мы расстались,,, она сказала мне, что собирается начать встречаться, она одинока... она сказала, что мне нужно отпустить. Я сказал ей, что ты хочешь сказать, что я должен отпустить все и начать получать удовольствие с другой женщиной... начать встречаться с другой женщиной. она сказала, что если ты хочешь, это твое дело, мне просто нужно вернуться к той девушке, которой я была. я думаю, что теперь у нее есть другой мужчина, она продолжает говорить мне: ""Мы не вместе, я сейчас одинока.  ; ;Это тяжело, потому что она, кажется, отдалилась так быстро, что мы расстались всего на 2 недели. как могла, как могла она зайти так далеко, так быстро и так уверена, что браку конец.  ; ;Она сказала мне сегодня, что с ней покончено на 100%... я сказал ей, что встречался до развода...она сказала отправить документы на развод... я сказал ей, что самоподготовка стоит 500 долларов, она говорит мне, что не может себе этого позволить. ; ; Она сказала мне дать ей пространство, ей нужен перерыв, чтобы разобраться в жизни, ; ; Она дошла до того, что теперь не звонит и не отвечает на мои звонки...я не понимаю, мы были вместе 8 лет, ; ;Она сказала мне за несколько недель до того, как мы расстались, что она отдаляет себя от меня, будучи грубой,,, она говорит, что наш брак нездоровый. Последнюю неделю перед моим отъездом она отсутствовала до 6 утра, прежде чем вернуться домой... перестала спать со мной в постели. Я спросил, почему она не выходила до утра, она сказала, что была со своей девушкой после работы и действительно хотела вернуться домой. ; Зачем ей заставлять себя отдаляться от меня, когда ее любовь ко мне не имеет значения с тех пор? ; ;Если она встречается с новым мужчиной, почему бы просто не рассказать, что бы больше узнать о ее действиях. ; ;каковы ваши мысли?",Marriage & Divorce,Family & Relationships,http://answers.yahoo.com/question/index?qid=20111018220945AACuSm1,1
256,"Нервный летчик, ищущий помощи?","Я боюсь летать. Я никогда раньше не летал на самолете. Я даже не умею ездить на лифте. Я не катаюсь на американских горках. Я хочу отправиться в путешествие за границу, но боюсь летать. Круизы - это хорошо, но они стоят много денег, и на то, чтобы добраться туда, уйдет много времени. Есть какие-нибудь идеи, советы или кто-нибудь может сказать мне, что врач мог бы дать мне, чтобы помочь с этим? Спасибо. Я бы не возражал поспать во время взлета и, возможно, посадки, но я должен что-то делать, если хочу улететь. Еще раз спасибо.",Aircraft,Cars & Transportation,http://answers.yahoo.com/question/index?qid=20111018225018AAAEQb4,0
257,"Что значит ""наехать и убежать""?","Это похоже на автокатастрофу, помогите, пожалуйста",Other - Entertainment,Entertainment & Music,http://answers.yahoo.com/question/index?qid=20111023084230AAP5ENZ,0
258,"что означает ""RT"" в твитах?","Я часто вижу RT перед твитами, но не понимаю, что это значит. Спасибо.",Other - Internet,Computers & Internet,http://answers.yahoo.com/question/index?qid=20111024202029AAIsoE5,0
259,Что я могу сделать со специализацией в области политологии и двойными степенями в области коммуникаций / социологии?,"p.s. в моем районе есть несколько университетов с программами политологии, но мой - лучший в моем штате. Я дважды стажировался в капитолии моего штата с разными представителями и поддерживаю связи с одним из них. Я знаю, что не занимаюсь полноценным городским планированием только с холостяками, поэтому я спросил, что я могу сделать ""связанного"" с этим только с холостяками... ",Higher Education (University +),Education & Reference,http://answers.yahoo.com/question/index?qid=20111026121304AAS01aa,1
260,Насколько оптимистичным и реалистичным вы можете быть в жизни?,"Я верю, что вы можете быть или достичь в жизни всего, чего хотите, вам просто нужно сосредоточиться, верить и усердно работать. ; ; Но это не правило. ; В жизни бывают моменты, когда все идет не так, как вы хотите, чтобы это было.  Не имеет значения, насколько вы оптимистичны... реальный мир снаружи показывает вам другое.. показывает вам РЕАЛЬНОСТЬ. Именно тогда вы начинаете быть РЕАЛИСТОМ ; ; и с этого момента вы переходите от оптимизма к реалистичности .. а затем в большинстве случаев к пессимизму. ; ; Можете ли вы чего-нибудь достичь в жизни?  Мечты сбываются?",Philosophy,Arts & Humanities,http://answers.yahoo.com/question/index?qid=20111029075747AAbKlq1,1
261,"Когда вы видите бездомного парня с собакой, вам становится хуже за этого парня или за собаку?", ,Religion & Spirituality,Society & Culture,http://answers.yahoo.com/question/index?qid=20111029185730AAGtMNR,1
262,Как бы вы назвали 10 детей?,"Просто любопытно, как бы вы назвали 10 детей. ; ; Мои: ; Коул Майкл ; Уайатт Мэтью ; Трейсин Джеймс ; Логан Гейдж ; Маказия Грейс; Софи Изабелла ; Хлоя Тринити; Блэр Кайли ; Саванна Шай ; Сайдж Лилиан",Baby Names,Pregnancy & Parenting,http://answers.yahoo.com/question/index?qid=20111107175903AAGRUfn,1
263,Напряжен психологически?,"Здравствуйте, ; ; Ну, я инженер-профессионал, недавно окончил университет около 4-5 месяцев назад. В настоящее время я ищу работу как в своей стране, так и за рубежом. Я отклонил несколько предложений, ожидая лучших возможностей. Недавно я приближаюсь к тому, чтобы присоединиться к довольно новой компании, и мне есть чему поучиться. Но поскольку на данный момент это небольшая компания, сейчас они открывают свой офис здесь, в моей стране; раньше они работали в другой стране. Теперь дело в том, что я в замешательстве относительно того, присоединяться к нему или нет. Моя девушка вся в напряжении из-за того, что я пока не устраиваюсь на работу. в то время как она еще больше напрягается, когда видит, что у других моих друзей работа получше. Я не знаю, что делать. Сегодня она так напряглась, что говорит, что больше не хочет быть со мной. С тех пор я напряжен и не знаю, что делать. Пожалуйста, помогите. Однако я работаю над тем, чтобы получить работу получше.",Psychology,Social Science,http://answers.yahoo.com/question/index?qid=20111115101225AAVOfs7,1
264,"Спутник массой 310 кг движется по круговой орбите на высоте 3,00 107 м над поверхностью Земли.?","извините, круговая орбита составляет 3,00 * 10 ^ 7 м, и в конце должно быть указано ""над поверхностью Земли"". ;",Physics,Science & Mathematics,http://answers.yahoo.com/question/index?qid=20111116134143AAoJcuI,0
265,Кто-нибудь покупал эту цифровую камеру за 10 долларов у Family Dollar?,"Если да, не могли бы вы сообщить мне марку и номер модели, и если это отстой или нет, я собирался подарить его своему дяде на Рождество, но сначала хочу провести исследование. Он снимает фото и видео, это все, что я помню из упаковки.",Cameras,Consumer Electronics,http://answers.yahoo.com/question/index?qid=20111121145545AAO6k5e,0
266,"Какие у меня волосы - короткие, средние или длинные?","Раньше у меня были волосы длиной до талии. вот мои волосы сейчас: http://m.flickr.com/#/photos/68984421@N08/6385767357 / ; ; Это рубашка, средний размер или лобг? Извини за зеркало в ванной, пук, просто нужно было по-быстрому (:",Hair,Beauty & Style,http://answers.yahoo.com/question/index?qid=20111122145859AAYQR0r,1
267,Бесплатные ноты для кого-то вроде тебя от Адель?,"все те, что есть в Google, поддельные.",R&B & Soul,Entertainment & Music,http://answers.yahoo.com/question/index?qid=20111124175021AA3AnAJ,0
268,Советы по отношениям.. Я влюбляюсь?,"Я встречаюсь с потрясающей девушкой в течение нескольких недель, но официально мы не пара, она открыто ласкова со мной в кругу своих друзей, и мне сказали, что она постоянно говорит обо мне. Но когда я пригласил ее на свидание, она сказала, что ей нужно больше времени. Я склонен слишком много анализировать и боюсь, что оттолкну ее, если буду слишком нежен. Я готов ждать ее, потому что она - это все, о чем я могу думать. Я предполагаю, что мой вопрос в том, что я должен сделать, чтобы заверить ее, что я не собираюсь быть ужасным парнем, как ее бывший, должен ли я просто подождать? если да, то должен ли я сдерживать некоторые из своих чувств, например, тот факт, что она скрашивает мою жизнь, просто улыбаясь мне?  Я в ужасе от того, что все испорчу и потеряю самую красивую, умную, забавную сексуальную женщину, которую я когда-либо встречал.",Singles & Dating,Family & Relationships,http://answers.yahoo.com/question/index?qid=20111206035046AAxBEs8,1
269,"цикл Кальвина включает в себя все следующее, за исключением?",A) Фиксация углерода; B) образование отходов в виде CO2; C) регенерация NADP+; D) восстановление углерода; E) добавление электронов и протонов к углероду,Botany,Science & Mathematics,http://answers.yahoo.com/question/index?qid=20111207155747AAkBZaM,0
270,Достаточно ли 400 гонконгских долларов на карманные расходы для посещения Гонконга?,"- мы пробудем там 5 дней; - обо всем необходимом, таком как оплата проживания в отеле, еда и прочее, уже позаботились ; ; Моя мама просто хотела, чтобы я накопил, чтобы я мог купить несколько сувениров для себя и друзей. ; ; Так этого достаточно?",China,Travel,http://answers.yahoo.com/question/index?qid=20111209060727AACVaNn,1
271,"нравлюсь ли я ему, пожалуйста, помогите?!?","hi..im 12 я знаю, что я молод!! извините, но я так растерян..как этот мальчик (мы учились в 7 классе) он мне действительно нравится, мы действительно близкие друзья .. и мои друзья говорят, я думаю, ты ему нравишься .. он все время разговаривает со мной, как на уроке, мы всегда разговариваем .. и каждый раз, когда нам нужно готовиться к тесту, и наш учитель или один из них учителя (мы меняемся классами и все такое, лол : Р) и он приходит и работает с другим моим другом Майклом.. (майкл сидит рядом со мной, и мы с Майклом действительно близки, так что он знает, что мне нравится... этот парень) в любом случае.. он всегда говорит о meg..do вы знаете этот ответ?? или, о, ты хочешь помочь нам, Мэг? и мы всегда заканчиваем тем, что смеемся, и когда наши учителя заставляют нас сидеть вместе, мы все время разговариваем, независимо от того, сколько раз учителя говорили нам прекратить болтать, и когда однажды я плакала, многие из моих людей говорили: ""о, что случилось"", а я ничего не говорила, и они говорили ""хорошо"" и уходили, но он погладил мою вернулся и похлопал меня по спине и сказал, что я отведу тебя к психологу, если ты хочешь, и я поговорю с учителем, чтобы он тебя отпустил... и когда я почувствовала себя лучше и перестала плакать, он похлопал меня по спине и сказал: ""Хочешь обняться?"", а потом он сказал.. ""о... я могу позови миссис. хочу тебя обнять"" (как бы прикрываясь), и я сказала ""нет, спасибо"" .. и он часто тыкает меня, как друг, чтобы не причинить мне боль, мы много шутим, и я ловлю его взгляд на себе секунд 5, а потом он просто продолжает смотреть, но переводит глаза куда-то в другое место .. и когда мы сегодня были в LAL.. я сижу сзади, и мы собирались посмотреть видео и все такое, и он сказал : ""Мэг, ты видишь?"" и только я :) лол, но потом моя подруга ""М"" (извините, я не могу произнести ее имя) сказала : ""Я думаю ""Е""(извини) ты мне нравишься"", и я вроде как взбешен... но как-то пару недель назад на математике мальчик сказал ему, что, я думаю, вы с Меган были бы хорошей парой, и он сказал, черт возьми, нет и нет.. (но он вроде смеялся, но мы шутили) и звучит ли это как будто я ему нравлюсь? :/ спасибо",Friends,Family & Relationships,http://answers.yahoo.com/question/index?qid=20111214140209AAdbIO7,1
272,Таблетки для увеличения груди?,"кто-нибудь знает о каких-либо таблетках, которые вы можете принимать для увеличения размера груди, которые не являются опасными или мошенническими? Я не пытаюсь сделать операцию.",Women's Health,Health,http://answers.yahoo.com/question/index?qid=20111216050625AAVGPvb,0
273,Молочный зуб или взрослый зуб?,"Моей сестре 11 лет, и как раз тогда она потеряла свой второй премолярный зуб. Они ДЕЙСТВИТЕЛЬНО короткие, и на самом деле выглядит так, будто их кусочки все еще у нее в жвачке (похоже, что они откололись). Она действительно переживает, что потеряла свой взрослый зуб, но, похоже, у него нет корней... Так как вы думаете, она потеряла свой взрослый зуб или детский?? ; Плюс, она сразу же бросила его в молоко (ха-ха), а через несколько минут СЛУЧАЙНО выпила!!Но зуб все еще был там... (Я знаю, она действительно неуклюжая) и теперь она еще больше беспокоится, не умрет ли она или что-то еще.. Серьезные ответы, пожалуйста, моя сестра сейчас буквально в депрессии... :/",Dental,Health,http://answers.yahoo.com/question/index?qid=20111221045426AAZpE31,0
274,Процедура получения визы для посещения ОАЭ в Индии?,"Я получил визу для посещения ОАЭ на руки по почте. Хотел ли я пройти медицинское обследование и поставить визовый штамп в паспорте перед отъездом из Индии ... или делал какие-либо другие вещи, которые я хотел бы сделать? Пожалуйста, дайте мне полную информацию о том, что я должен сделать, прежде чем добраться до ОАЭ из Индии... Или просто я беру билет на самолет и переезжаю в Дубай...",United Arab Emirates,Travel,http://answers.yahoo.com/question/index?qid=20111221093624AAINZ5X,0
275,Какое японское почетное обращение можно было бы использовать для своей девушки?,Название вопроса объясняет это,Languages,Society & Culture,http://answers.yahoo.com/question/index?qid=20111225154645AA1VM5J,1
276,"Что имеет в виду девушка, когда говорит, что чувствует себя ""глубоко"", разговаривая с тобой?","Вчера в твиттере мы с этой девушкой впервые заговорили, потому что она была обеспокоена тем, что происходит со мной, потому что она заметила, что мне действительно грустно. ; ; Поэтому я сказал ей, что не так, и мы углубились в обсуждение. Было много согласия, смеха и всего остального, и всего через полчаса она сказала: ""Вау, я чувствую себя так глубоко, разговаривая с тобой прямо сейчас... ржунимагу"", она сказала это именно этими словами. Как ты думаешь, что она имела в виду под этим?",Friends,Family & Relationships,http://answers.yahoo.com/question/index?qid=20111226141851AAiErUP,1
277,Какова средняя инфляция в Великобритании?,На основе периода в 1 год; (с 26 декабря года X по 5 декабря года Y),Economics,Social Science,http://answers.yahoo.com/question/index?qid=20111229124333AAvpRft,0
278,кем вы считаете 14-летнего подростка?,"взрослый? кому-то, кому можно довериться? ребенок? кто-нибудь, кого можно взять с собой за покупками? кто они для тебя?",Adolescent,Pregnancy & Parenting,http://answers.yahoo.com/question/index?qid=20111231235148AAVcVTR,1
279,"Есть ли что-нибудь, чтобы мои десны быстро заживали после удаления зубов и протезирования?","В понедельник мне удалили все верхние зубы, и в тот же день мне поставили зубные протезы. Я должен был жениться в следующие выходные, и мне было интересно, есть ли у кого-нибудь какие-нибудь предложения, как ускорить заживление моих десен и уменьшить отек, чтобы я действительно мог правильно носить свои зубные протезы, не выглядя как Гомер Симпсон, лол. Я бы не хотела, чтобы мои свадебные фотографии были испорчены. Итак, у кого-нибудь есть предложения? Пожалуйста. Я отчаянно нуждаюсь в помощи. Я полоскала рот соленой водой 3-4 раза в день, как велел стоматолог, и все еще принимаю антибиотики.",Dental,Health,http://answers.yahoo.com/question/index?qid=20120112075201AA0nPm2,0
280,"Почему люди так осуждают и/или придерживаются стереотипов в отношении людей, которые слушают рок/ металлическую музыку?", ,Rock and Pop,Entertainment & Music,http://answers.yahoo.com/question/index?qid=20120113111836AAjT5lj,1
281,"У людей скандинавской внешности (голубоглазых, светловолосых и т.д.) Могут возникнуть проблемы в небелых городских районах США?","Согласно фильмам и сериалам, жизнь в США очень сегрегирована. В городах, белой зоне, черной зоне, латиноамериканской зоне и т.д. ; ; И они предполагают, что у белого человека могут возникнуть проблемы при ходьбе по небелой зоне. Интересно, до какой степени это правда? ; ; Я имею в виду человека скандинавской внешности, потому что это был бы крайний контраст, возможно, белый цвет лучше сочетался бы со средиземноморским стилем. (или темноволосый англосакс)",Other - Cultures & Groups,Society & Culture,http://answers.yahoo.com/question/index?qid=20120120042907AArL3nV,1
